,category,sub_category,sub_sub_category,gender
8580,accessories,handbags,tote handbags,unisex
8581,clothing,tops,None,plus size
8582,clothing,underwear & intimates,underwear,womens
8583,clothing,denim,None,womens
8584,sports & outdoors,team shop,team clothing,unisex
8585,clothing,pants,None,mens
8586,kids & baby,baby,baby clothes,baby & toddler
8587,sports & outdoors,team shop,team accessories,None
8588,clothing,sweaters,None,womens
8589,clothing,tops,None,womens
8590,sports & outdoors,team shop,team accessories,unisex
8591,clothing,underwear & intimates,bras,womens
8592,sports & outdoors,team shop,team clothing,unisex
8593,,None,None,None
8594,sports & outdoors,team shop,team clothing,unisex
8595,clothing,dresses,cocktail dresses,womens
8596,sports & outdoors,team shop,team clothing,None
8597,clothing,dresses,None,womens
8598,sports & outdoors,team shop,team accessories,unisex
8599,,None,None,unisex
8600,sports & outdoors,team shop,team clothing,unisex
8601,sports & outdoors,team shop,team clothing,unisex
8602,clothing,sweaters,None,plus size
8603,,None,None,None
8604,accessories,jewelry,necklaces,unisex
8605,sports & outdoors,team shop,team clothing,unisex
8606,,None,None,boys
8607,,None,None,unisex
8608,sports & outdoors,team shop,None,unisex
8609,sports & outdoors,team shop,team clothing,unisex
8611,,None,None,womens
8613,sports & outdoors,team shop,team clothing,None
8614,sports & outdoors,team shop,team clothing,unisex
8615,sports & outdoors,team shop,team clothing,unisex
8617,sports & outdoors,team shop,team clothing,unisex
8618,sports & outdoors,team shop,team clothing,None
8619,,None,None,None
8620,accessories,handbags,tote handbags,womens
8621,accessories,jewelry,necklaces,womens
8622,sports & outdoors,team shop,team accessories,None
8623,shoes,sneakers & athletic shoes,None,girls
8624,,None,None,None
8625,clothing,underwear & intimates,lingerie,womens
8626,shoes,sandals,None,womens
8628,clothing,activewear,active tops,mens
8629,clothing,swimwear,two-piece swimsuits,womens
8631,sports & outdoors,team shop,team clothing,unisex
8632,sports & outdoors,team shop,team clothing,None
8633,sports & outdoors,team shop,team accessories,unisex
8634,sports & outdoors,team shop,team accessories,unisex
8635,clothing,tops,dress shirts,mens
8636,kids & baby,girls clothing,girls shirts & tops,girls
8637,,None,None,unisex
8638,sports & outdoors,team shop,team clothing,unisex
8639,shoes,None,None,mens
8640,,None,None,womens
8641,accessories,jewelry,rings,unisex
8643,clothing,shorts,None,womens
8644,,None,None,unisex
8645,,None,None,unisex
8646,sports & outdoors,team shop,team clothing,unisex
8647,clothing,activewear,active shorts,mens
8649,sports & outdoors,team shop,team clothing,None
8650,clothing,tops,dress shirts,mens
8651,,None,None,unisex
8652,clothing,outerwear,None,womens
8653,sports & outdoors,team shop,team clothing,None
8654,clothing,underwear & intimates,underwear,womens
8655,sports & outdoors,team shop,team clothing,unisex
8656,shoes,sneakers & athletic shoes,None,womens
8657,sports & outdoors,team shop,team clothing,unisex
8658,accessories,watches,None,unisex
8659,sports & outdoors,team shop,team clothing,None
8660,shoes,sandals,None,womens
8662,,None,None,None
8663,,None,None,unisex
8665,,None,None,unisex
8666,kids & baby,baby,diapering,baby & toddler
8667,sports & outdoors,team shop,team accessories,unisex
8668,toys & games,building blocks & sets,lego,boys
8669,accessories,jewelry,earrings,unisex
8670,sports & outdoors,team shop,team home & pet,None
8671,kids & baby,girls clothing,None,baby & toddler
8672,accessories,jewelry,earrings,womens
8673,automotive,auto interior accessories,None,None
8674,sports & outdoors,team shop,team clothing,unisex
8675,clothing,outerwear,None,mens
8676,accessories,sunglasses,None,unisex
8677,clothing,tops,dress shirts,mens
8678,sports & outdoors,team shop,team clothing,unisex
8679,shoes,loafers,None,womens
8681,clothing,pants,None,mens
8682,shoes,platform & wedge shoes,None,womens
8683,sports & outdoors,team shop,team accessories,unisex
8684,,None,None,womens
8685,,None,None,unisex
8686,sports & outdoors,team shop,team clothing,unisex
8687,,None,None,unisex
8688,sports & outdoors,team shop,team accessories,None
8689,sports & outdoors,team shop,team clothing,unisex
8690,,None,None,unisex
8692,sports & outdoors,team shop,team clothing,unisex
8693,accessories,handbags,shoulder handbags,unisex
8695,sports & outdoors,team shop,team clothing,unisex
8696,sports & outdoors,team shop,team clothing,None
8697,sports & outdoors,team shop,team clothing,unisex
8699,sports & outdoors,team shop,team clothing,None
8700,sports & outdoors,team shop,team clothing,None
8701,sports & outdoors,team shop,team clothing,unisex
8703,clothing,None,None,plus size
8704,shoes,sandals,None,womens
8705,sports & outdoors,team shop,team clothing,unisex
8706,clothing,tops,None,womens
8707,accessories,jewelry,earrings,womens
8709,shoes,None,None,womens
8711,sports & outdoors,team shop,team accessories,unisex
8712,clothing,None,None,womens
8713,sports & outdoors,team shop,team clothing,None
8714,sports & outdoors,team shop,team clothing,unisex
8715,accessories,luggage & bags,business bags,None
8716,,None,None,girls
8717,,None,None,None
8718,sports & outdoors,team shop,team clothing,unisex
8719,sports & outdoors,team shop,team clothing,unisex
8720,sports & outdoors,team shop,team clothing,unisex
8721,shoes,None,None,baby & toddler
8722,shoes,sneakers & athletic shoes,None,mens
8723,clothing,swimwear,one-piece swimsuits,womens
8724,,None,None,unisex
8725,sports & outdoors,team shop,team clothing,unisex
8726,sports & outdoors,team shop,team clothing,unisex
8727,sports & outdoors,team shop,team clothing,unisex
8728,sports & outdoors,team shop,team shoes,None
8729,,None,None,None
8730,sports & outdoors,team shop,team accessories,unisex
8731,accessories,luggage & bags,backpacks,unisex
8733,sports & outdoors,team shop,team clothing,None
8734,accessories,neckties,None,mens
8735,sports & outdoors,team shop,team clothing,unisex
8736,clothing,tops,None,womens
8737,accessories,jewelry,rings,womens
8738,clothing,pants,None,mens
8740,,None,None,None
8743,sports & outdoors,team shop,team clothing,unisex
8744,shoes,sandals,None,womens
8745,,None,None,unisex
8746,sports & outdoors,team shop,team clothing,unisex
8747,clothing,underwear & intimates,underwear,boys
8748,sports & outdoors,team shop,team clothing,unisex
8749,sports & outdoors,team shop,team clothing,None
8750,sports & outdoors,team shop,team clothing,unisex
8751,clothing,dresses,day dresses,womens
8752,sports & outdoors,team shop,team accessories,unisex
8754,sports & outdoors,team shop,team shoes,None
8755,sports & outdoors,team shop,team accessories,unisex
8757,clothing,dresses,cocktail dresses,womens
8758,,None,None,None
8759,accessories,jewelry,necklaces,unisex
8760,clothing,tops,None,womens
8761,,None,None,unisex
8762,shoes,loafers,None,mens
8763,sports & outdoors,team shop,team clothing,unisex
8764,accessories,jewelry,necklaces,unisex
8765,sports & outdoors,team shop,team clothing,unisex
8766,sports & outdoors,team shop,team clothing,None
8767,sports & outdoors,team shop,team clothing,unisex
8768,,None,None,None
8769,sports & outdoors,team shop,team clothing,unisex
8770,shoes,sneakers & athletic shoes,running shoes,womens
8771,sports & outdoors,team shop,team clothing,unisex
8772,home & pet,kitchen & dining,dining,None
8773,clothing,tops,sweatshirts,mens
8774,sports & outdoors,team shop,team clothing,None
8775,sports & outdoors,team shop,team accessories,unisex
8776,clothing,denim,None,mens
8777,clothing,None,None,womens
8779,clothing,outerwear,None,mens
8780,sports & outdoors,team shop,team clothing,unisex
8781,clothing,denim,None,mens
8782,,None,None,unisex
8783,clothing,pants,None,womens
8784,clothing,sweaters,None,womens
8785,,None,None,unisex
8786,accessories,neckties,None,mens
8787,sports & outdoors,team shop,team clothing,unisex
8788,clothing,tops,None,mens
8789,sports & outdoors,team shop,team clothing,unisex
8790,clothing,activewear,active pants,mens
8791,clothing,tops,None,mens
8792,kids & baby,boys clothing,boys pants & shorts,baby & toddler
8793,clothing,tops,dress shirts,mens
8794,accessories,watches,None,womens
8795,sports & outdoors,team shop,team clothing,None
8797,clothing,sweaters,None,womens
8798,clothing,skirts,None,womens
8799,,None,None,None
8800,clothing,maternity clothing,maternity dresses,womens
8802,sports & outdoors,team shop,None,unisex
8803,sports & outdoors,team shop,team clothing,unisex
8804,clothing,swimwear,None,womens
8805,sports & outdoors,team shop,team clothing,None
8806,sports & outdoors,team shop,team clothing,unisex
8807,sports & outdoors,team shop,team clothing,None
8808,accessories,wallets & money clips,None,womens
8809,sports & outdoors,team shop,team clothing,unisex
8810,home & pet,school & office,supplies,None
8811,accessories,belts & buckles,None,mens
8812,sports & outdoors,team shop,team clothing,unisex
8813,sports & outdoors,team shop,team clothing,unisex
8814,sports & outdoors,team shop,team clothing,unisex
8816,,None,None,None
8817,kids & baby,None,None,kids
8818,sports & outdoors,team shop,team clothing,None
8819,,None,None,None
8820,clothing,tops,dress shirts,mens
8821,,None,None,womens
8822,accessories,jewelry,rings,womens
8823,sports & outdoors,team shop,team accessories,unisex
8824,sports & outdoors,team shop,team clothing,None
8825,accessories,jewelry,rings,womens
8826,sports & outdoors,team shop,None,unisex
8828,sports & outdoors,team shop,team clothing,unisex
8829,sports & outdoors,team shop,team clothing,unisex
8831,sports & outdoors,team shop,team shoes,unisex
8832,sports & outdoors,team shop,team clothing,unisex
8833,sports & outdoors,team shop,team clothing,unisex
8834,,None,None,unisex
8835,clothing,sweaters,None,womens
8836,sports & outdoors,team shop,team shoes,None
8837,sports & outdoors,team shop,team clothing,unisex
8838,sports & outdoors,team shop,team clothing,unisex
8840,sports & outdoors,team shop,team clothing,unisex
8841,kids & baby,boys clothing,boys pants & shorts,baby & toddler
8842,sports & outdoors,team shop,team accessories,unisex
8843,clothing,activewear,None,womens
8844,sports & outdoors,team shop,team clothing,unisex
8846,sports & outdoors,team shop,team clothing,unisex
8847,clothing,tops,None,mens
8849,sports & outdoors,team shop,team clothing,unisex
8850,sports & outdoors,team shop,team clothing,unisex
8851,sports & outdoors,team shop,team clothing,unisex
8852,sports & outdoors,team shop,team accessories,unisex
8853,accessories,belts & buckles,None,mens
8854,sports & outdoors,team shop,team clothing,unisex
8855,sports & outdoors,team shop,team clothing,unisex
8856,clothing,outerwear,None,womens
8857,sports & outdoors,team shop,team clothing,unisex
8858,clothing,underwear & intimates,None,plus size
8859,clothing,tops,None,womens
8860,sports & outdoors,team shop,None,unisex
8861,,None,None,None
8862,sports & outdoors,team shop,team clothing,unisex
8863,clothing,tops,None,womens
8865,clothing,tops,None,plus size
8866,sports & outdoors,team shop,team clothing,unisex
8867,clothing,sweaters,None,womens
8868,sports & outdoors,team shop,team clothing,unisex
8869,clothing,pants,None,mens
8870,kids & baby,girls clothing,girls shirts & tops,girls
8871,,None,None,mens
8872,clothing,sweaters,None,plus size
8874,clothing,jumpsuits & rompers,None,womens
8875,,None,None,unisex
8876,clothing,sweaters,None,mens
8877,sports & outdoors,team shop,team clothing,unisex
8878,clothing,underwear & intimates,None,plus size
8879,clothing,shorts,None,mens
8880,clothing,tops,dress shirts,mens
8881,sports & outdoors,team shop,team clothing,None
8882,sports & outdoors,team shop,team clothing,unisex
8883,sports & outdoors,team shop,team accessories,unisex
8884,accessories,handbags,crossbody bags,unisex
8885,,None,None,None
8886,clothing,shorts,None,womens
8887,clothing,activewear,active shorts,plus size
8888,,None,None,unisex
8889,sports & outdoors,team shop,team clothing,unisex
8891,sports & outdoors,team shop,team accessories,unisex
8892,clothing,outerwear,None,mens
8894,electronics,computer parts & hardware,memory,None
8895,sports & outdoors,team shop,team clothing,unisex
8896,sports & outdoors,team shop,team clothing,unisex
8897,clothing,outerwear,leather & faux leather,mens
8898,shoes,flats,None,womens
8900,sports & outdoors,team shop,team clothing,None
8902,sports & outdoors,team shop,team clothing,unisex
8903,clothing,activewear,active tops,mens
8904,sports & outdoors,team shop,team accessories,unisex
8905,sports & outdoors,team shop,team clothing,unisex
8906,sports & outdoors,team shop,team clothing,unisex
8908,sports & outdoors,team shop,team clothing,unisex
8909,clothing,swimwear,swimsuit tops,womens
8911,,None,None,unisex
8912,clothing,underwear & intimates,lingerie,womens
8913,clothing,tops,None,womens
8914,clothing,activewear,active tops,womens
8915,clothing,skirts,None,womens
8916,clothing,tops,None,womens
8917,sports & outdoors,team shop,None,None
8918,sports & outdoors,team shop,team clothing,unisex
8919,clothing,outerwear,vests,mens
8921,sports & outdoors,team shop,team clothing,None
8922,,None,None,unisex
8923,,None,None,None
8924,clothing,outerwear,None,mens
8925,,None,None,None
8926,sports & outdoors,team shop,team accessories,unisex
8927,sports & outdoors,team shop,team clothing,None
8928,clothing,activewear,active tops,womens
8929,accessories,jewelry,necklaces,unisex
8930,accessories,jewelry,earrings,unisex
8931,sports & outdoors,team shop,team clothing,unisex
8932,shoes,pumps,None,womens
8934,clothing,tops,dress shirts,mens
8935,,None,None,None
8936,,None,None,unisex
8937,,None,None,unisex
8938,sports & outdoors,team shop,team clothing,unisex
8939,clothing,uniforms,professional uniforms,unisex
8940,accessories,luggage & bags,backpacks,unisex
8941,,None,None,unisex
8942,clothing,dresses,wear-to-work dresses,womens
8943,clothing,tops,None,mens
8945,accessories,handbags,shoulder handbags,None
8947,clothing,activewear,active tops,mens
8949,sports & outdoors,team shop,None,unisex
8950,,None,None,None
8951,sports & outdoors,team shop,team clothing,unisex
8952,clothing,sleepwear & loungewear,pajamas,womens
8953,sports & outdoors,team shop,team clothing,unisex
8954,sports & outdoors,team shop,team clothing,unisex
8955,clothing,None,None,baby girls
8956,sports & outdoors,team shop,team clothing,unisex
8957,sports & outdoors,team shop,team clothing,unisex
8959,,None,None,unisex
8960,clothing,outerwear,None,mens
8961,clothing,outerwear,None,womens
8963,sports & outdoors,team shop,team clothing,unisex
8964,,None,None,None
8965,,None,None,None
8966,clothing,tops,dress shirts,mens
8967,,None,None,None
